"customername","policy_id","date","amount","paymentmethod"
"Yashvi Shah",986,"2022-03-22","37603","Credit Card"
"Yashvi Tata",915,"2020-04-07","47503","Debit Card"
"Yashvi Tata",915,"2020-06-21","20557","Credit Card"
"Yashvi Tata",915,"2021-04-16","41255","Net Banking"
"Yashvi Tata",846,"2022-09-21","49973","Cash"
"Yashvi Tata",915,"2023-01-10","2629","Debit Card"
"Yashvi Tata",846,"2024-01-03","46722","UPI"
"Yashvi Tata",846,"2024-02-22","2435","Credit Card"
"Yasmin Baral",137,"2022-12-08","10289","Credit Card"
"Yasmin Baral",824,"2023-03-01","34267","Net Banking"
"Yuvaan Char",33,"2021-12-20","3561","Net Banking"
"Yuvaan Char",33,"2023-11-06","1794","Cash"
"Yuvaan Char",33,"2024-04-16","29023","UPI"
"Yuvaan Char",33,"2024-05-17","11694","Net Banking"
"Yuvaan D’Alia",681,"2021-05-05","15199","UPI"
"Yuvaan D’Alia",681,"2023-02-16","38754","Credit Card"
"Yuvaan D’Alia",681,"2024-08-12","40554","Cash"
"Yuvaan Dugal",166,"2020-04-14","7237","Credit Card"
"Yuvaan Dugal",166,"2020-10-16","33158","Cash"
"Yuvaan Dugal",769,"2023-08-26","4674","Cash"
"Yuvaan Halder",397,"2020-09-03","12894","Credit Card"
"Yuvaan Halder",855,"2021-12-08","16261","Net Banking"
"Yuvaan Halder",397,"2021-12-21","8387","Net Banking"
"Yuvaan Halder",855,"2022-01-27","9014","UPI"
"Yuvaan Halder",855,"2022-07-16","29979","Debit Card"
"Yuvaan Shukla",780,"2020-06-28","28935","Credit Card"
"Yuvaan Shukla",780,"2021-09-11","15772","Cash"
"Yuvraj  Date",20,"2019-11-22","1311","Cash"
"Yuvraj  Date",20,"2021-10-03","23388","Net Banking"
"Yuvraj  Date",566,"2021-12-24","34496","Credit Card"
"Yuvraj  Date",566,"2024-06-21","37405","Cash"
"Zain Konda",694,"2021-07-19","43843","Cash"
"Zain Konda",467,"2023-01-12","1434","UPI"
"Zain Manda",835,"2020-06-03","20139","Cash"
"Zain Manda",649,"2020-06-29","7652","UPI"
"Zain Manda",649,"2024-03-08","10984","Net Banking"
"Zain Sidhu",813,"2020-03-26","20248","UPI"
"Zain Sidhu",813,"2020-05-15","48670","UPI"
"Zain Sidhu",254,"2020-07-23","2270","UPI"
"Zain Sidhu",526,"2020-11-04","23169","UPI"
"Zain Sidhu",254,"2022-04-04","5048","Cash"
"Zain Sidhu",813,"2023-03-07","45705","Credit Card"
"Zain Sidhu",254,"2023-03-20","48499","Net Banking"
"Zaina Dada",374,"2021-04-01","8418","Debit Card"
"Zara Agarwal",121,"2020-04-02","14414","Net Banking"
"Zara Agarwal",801,"2021-05-10","36405","Cash"
"Zara Agarwal",121,"2022-02-20","30726","Credit Card"
"Zara Agarwal",121,"2023-09-26","20571","Net Banking"
"Zara Sundaram",111,"2020-02-29","46803","UPI"
"Zara Sundaram",111,"2020-08-26","46778","Net Banking"
"Zara Sundaram",673,"2023-08-17","11150","Cash"
"Zeeshan Bala",650,"2020-04-08","42409","Cash"
"Zeeshan Bala",650,"2021-08-23","47223","Debit Card"
"Zeeshan Bala",89,"2023-07-29","40878","Debit Card"
"Zeeshan Bala",650,"2024-07-02","36076","UPI"
"Zeeshan Rege",14,"2021-10-25","7989","UPI"
"Zeeshan Shenoy",685,"2021-11-09","22949","Credit Card"
"Zeeshan Shenoy",685,"2021-12-19","4669","UPI"
"Zeeshan Shenoy",685,"2022-05-11","27896","Credit Card"
"Zeeshan Shenoy",685,"2022-07-12","11412","Cash"
"Zeeshan Shenoy",685,"2022-07-26","35813","Cash"
"Zeeshan Shenoy",685,"2022-11-05","14585","UPI"
"Zeeshan Trivedi",245,"2019-11-12","44643","Cash"
"Zeeshan Trivedi",48,"2022-10-31","40334","Cash"
"Zoya Bhargava",620,"2019-11-19","39162","UPI"
"Zoya Bhargava",620,"2021-01-09","37554","UPI"
"Zoya Bhargava",620,"2021-07-08","19235","UPI"
"Zoya Bhargava",620,"2022-04-29","29207","UPI"
"Zoya Bhargava",620,"2023-02-22","25577","Credit Card"
"Zoya Bhargava",620,"2024-03-21","1722","UPI"
"Zoya Contractor",288,"2019-12-21","6393","Net Banking"
"Zoya Dash",670,"2019-11-26","9507","Cash"
"Zoya Dash",670,"2021-01-20","47879","Cash"
"Zoya Dash",670,"2021-03-06","4746","Net Banking"
"Zoya Dash",670,"2023-03-31","36155","Cash"
"Zoya Deshpande",614,"2022-07-20","33602","Credit Card"
"Zoya Raju",378,"2020-01-24","45747","Cash"
"Zoya Raju",378,"2022-01-14","47602","Debit Card"
"Zoya Raju",378,"2022-12-02","22857","Cash"
"Zoya Raju",378,"2023-08-28","40939","UPI"
"Zoya Sarma",450,"2020-02-06","35633","Debit Card"
"Zoya Sarma",450,"2023-06-29","7756","Credit Card"
"Zoya Sarma",450,"2024-01-03","49471","Credit Card"
"Zoya Sarma",450,"2024-09-07","40766","Credit Card"
"Zoya Sarma",603,"2024-09-19","36688","Net Banking"
